Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
umatshini	0	0	0	0	0	0	0	0	0	1
matshini	0	0	0	0	0	0	0	0	0	0
machinist	0	0	0	0	0	0	0	0	0	0
imackerel	0	0	0	0	0	0	0	0	0	0
buhlungu	0	1	1	0	1	1	0	1	0	0
madam	0	0	0	0	0	0	0	0	0	0
madame	0	0	0	0	0	0	0	0	0	0
madden	0	1	1	0	0	1	0	0	0	0
madman	0	1	1	0	0	1	0	0	0	0
bu budenge	0	1	1	0	0	1	0	0	0	0
mafia	0	1	0	0	0	1	0	0	0	0
phephancwadi	0	0	0	0	0	0	0	0	0	0
mage	0	0	0	0	0	1	0	0	0	0
magenta	0	0	0	0	0	0	0	0	0	0
maggot	0	1	0	0	1	0	0	0	0	0
umlingo	0	0	0	0	0	0	0	0	0	0
imilingo	1	0	0	1	0	0	1	0	1	0
umlingo	0	0	0	0	0	0	0	0	1	0
mantyi	0	0	0	0	0	0	0	0	0	0
magma	0	0	0	0	0	0	0	0	0	0
magore	0	0	0	0	0	0	0	0	0	0
magnet	1	0	0	0	0	0	0	0	0	1
magnetism	1	0	0	0	0	0	0	0	0	0
magnetite	1	0	0	0	0	0	0	0	0	0
ubukhulu	1	0	0	1	0	0	1	0	0	1
mkhulu	1	0	0	1	0	0	1	0	1	1
umkhulisi	0	0	0	0	0	0	0	0	0	0
khulisa	0	0	0	0	0	0	0	0	0	0
ubukhulu	0	0	0	0	0	0	0	0	0	0
magpie	0	0	0	0	0	0	0	0	0	0
umkhonzazana	0	0	0	0	0	0	0	0	0	0
intombi	1	0	0	0	0	0	0	0	0	0
ngeposi	0	0	0	1	0	0	0	0	0	0
ngundoqo	1	0	0	0	0	0	0	0	0	0
kwilizwe	0	0	0	0	0	0	0	0	0	0
kubeka phambili	1	0	0	0	0	0	0	0	0	1
nokugcinwa	0	0	0	0	0	0	0	0	0	1
mkhulu	1	0	0	1	0	0	1	0	1	1
ubukhulu	1	0	0	0	0	0	0	0	0	1
enkulu	1	0	0	0	0	0	0	0	0	0
uninzi	1	0	0	0	0	0	1	0	0	1
ukwenza	0	0	0	0	0	0	0	0	0	0
umenzi	0	0	0	0	0	0	0	0	0	0
iholide	0	1	0	0	0	0	0	0	0	0
iinto zokuzilungisa	0	0	0	0	0	0	0	0	0	0
ukugula	0	1	0	0	0	0	0	0	0	0
i-malaise	0	1	0	0	0	0	0	1	0	0
malariya	0	1	0	0	1	1	0	1	0	0
yindoda	0	0	0	0	0	0	0	0	0	0
ezinobundlobongela	0	1	1	0	1	1	0	1	0	0
ukuxhatshazwa	0	1	0	0	1	0	0	0	0	0
ngxaki	0	1	0	0	0	0	0	0	0	0
ububi	0	1	1	0	0	1	0	0	0	0
ezimbi	0	1	1	0	1	1	0	1	0	0
ukuhlambalaza	0	1	1	0	1	0	0	0	0	0
ukugula	0	1	0	0	0	1	0	1	0	0
ezimbi	0	1	1	0	0	1	0	0	0	0
mall	0	0	0	0	0	0	0	0	0	0
ezingenakunyuswa	0	0	0	0	0	0	0	0	0	0
mallet	0	0	0	0	0	0	0	0	0	0
ukungasebenzi	0	1	1	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
i silwanyana	0	0	0	0	0	0	0	0	0	0
mammoth	0	0	0	0	0	0	0	0	0	0
ndoda	0	0	0	0	0	0	0	0	0	0
lawula	1	0	0	0	0	0	0	0	0	1
lawulo	1	0	0	0	0	0	0	0	0	1
umphathi	0	0	0	0	0	0	0	0	0	0
mandamus	0	1	0	0	0	1	0	0	0	0
mandarin	1	0	0	0	0	0	0	0	0	1
igunya	0	0	0	0	0	0	0	0	0	0
mandible	0	0	0	0	0	0	0	0	0	0
mandolin	0	0	0	0	0	0	0	0	0	0
mandrel	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
kuqhuba	0	0	0	0	0	0	0	0	0	0
kuqhuba	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
yokutya	0	0	0	0	0	0	0	0	0	0
i mangile	0	1	1	0	1	1	0	1	0	0
imango	0	0	0	0	0	0	0	0	0	0
mangosteen	0	0	0	0	0	0	0	0	0	0
buntwini	1	0	0	0	0	0	0	0	0	0
mania	0	1	0	0	0	0	0	0	0	0
maniac	0	1	1	0	0	1	0	0	0	0
utywala	0	1	0	0	0	0	0	0	0	0
umquba	0	0	0	0	0	0	0	0	0	0
bo nakala	0	0	0	0	0	0	0	0	0	0
ku boniswa	0	0	0	0	0	1	0	0	0	0
zi boniswe	1	0	0	0	0	0	0	0	0	0
ngokubonakalayo	0	0	0	0	0	0	0	0	0	0
bonfesto	0	0	0	0	0	0	0	0	0	0
ezininzi	0	0	0	0	0	0	0	0	0	0
benzisa	0	1	0	0	0	0	0	0	0	0
ukuphathwa	0	1	1	0	0	1	0	0	0	0
uluntu	0	0	0	0	0	0	0	0	0	0
ndoda	1	0	0	0	0	0	0	0	0	0
imana	1	0	0	0	0	0	0	0	0	0
ngendlela	0	0	0	0	0	0	0	0	0	0
ngumbhalo	1	0	0	0	0	0	0	0	0	0
imilinganiselo	1	0	0	0	0	0	0	0	0	0
manor	0	0	0	0	0	0	0	0	0	0
indlu	0	0	0	0	0	0	0	0	0	0
bulala	0	1	1	0	1	1	0	1	1	0
ingubo	0	0	0	0	0	0	0	0	0	0
ncwadana	0	0	0	0	0	0	0	0	0	1
ukuvelisa	0	0	0	0	0	0	0	0	0	0
umenzi	1	0	0	0	0	0	0	0	0	0
umquba	0	1	0	0	1	0	0	0	0	0
umbhalo wesandla	0	0	0	0	0	0	0	0	0	0
imephu	0	0	0	0	0	0	0	0	0	0
umtshato	0	1	0	0	0	0	0	0	0	0
marble	0	0	0	0	0	0	0	0	0	0
ephawulwe	0	0	0	0	0	0	0	0	0	0
marbles	0	0	0	0	0	0	0	0	0	0
EyoKwindla	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
umda	0	1	0	0	0	0	0	1	0	0
emgceni	0	0	0	0	0	0	0	0	0	0
inambuzane	0	0	0	0	0	0	0	0	0	0
olwandle	0	0	0	0	0	0	0	0	0	1
mariner	0	0	0	0	0	0	0	0	0	0
elwandle	0	0	0	0	0	0	0	0	0	0
uphawu	0	0	0	0	0	0	0	0	0	0
phawulwe	1	0	0	0	0	0	0	0	0	0
ntengiso	0	0	0	0	0	0	0	0	0	0
thengiswa	1	0	0	0	0	0	0	0	0	0
kwindawo yokuthengisa	0	0	0	0	0	0	0	0	0	0
amanqaku	0	0	0	0	0	0	0	0	0	0
marl	0	0	0	0	0	0	0	0	0	0
i-marmalade	0	0	0	0	0	0	0	0	0	0
maroon	0	1	0	0	0	0	0	0	0	0
marquee	0	0	0	0	0	0	0	0	0	0
marquis	1	0	0	0	0	0	0	0	0	0
umtshato	1	0	0	1	0	0	1	0	0	1
utshatile	0	0	0	0	0	0	0	0	0	0
umrha	1	0	0	0	0	0	1	0	0	1
kutshata	1	0	0	1	0	1	1	0	1	1
umlambo	0	0	0	0	0	0	0	0	0	0
umshayeli	1	0	0	0	0	0	0	0	0	1
mart	0	0	0	0	0	0	0	0	0	0
ukulwa	0	0	1	0	0	0	0	0	0	0
martingale	0	1	0	0	0	0	0	0	0	0
martyr	0	1	0	0	0	1	0	1	0	0
bulawa	0	1	0	0	0	1	0	1	0	0
ngaliswa	1	0	0	0	0	0	0	0	1	0
ma ngaliso	1	0	0	0	0	0	1	0	0	0
ngokumangalisayo	1	0	0	0	0	0	1	0	0	0
emasimini	1	0	0	0	0	0	0	0	0	0
ngobuninzi	0	0	0	0	0	0	0	0	0	0
matshini	0	0	0	0	0	0	0	0	0	0
imaski	0	0	0	0	0	0	0	0	0	0
masochism	0	1	1	0	1	1	0	0	0	0
mason	0	0	0	0	0	0	0	0	0	0
i-masquerade	0	0	0	0	0	0	0	0	0	0
bunzima	0	0	0	0	0	0	0	0	0	0
ku bulala	0	1	1	0	1	1	0	1	0	0
ukusila	1	0	0	0	0	0	1	0	0	0
enkulu	0	0	0	0	0	0	0	0	0	0
inkosi	1	0	0	0	0	0	0	0	0	0
i-mastermind	0	0	0	0	0	0	0	0	0	0
umkhulu	1	0	0	0	0	0	1	0	0	0
ulawulo	1	0	1	0	0	0	1	0	0	1
i-masturbate	0	0	0	0	0	0	0	0	0	0
ukuphonyula	0	0	0	0	0	0	0	0	0	0
mat	0	0	0	0	0	0	0	0	0	0
mdlalo	0	0	0	0	0	0	0	0	0	0
fanayo	0	0	0	0	0	0	0	0	0	0
mdlalo	0	0	0	1	0	0	0	0	0	0
iqabane	1	0	0	0	0	0	0	0	0	1
izinto	0	0	0	0	0	0	0	0	0	0
izinto eziphathekayo	0	1	0	0	0	0	0	0	0	0
yendalo	0	1	0	0	1	0	0	0	0	0
izinto eziphathekayo	0	0	0	0	0	0	0	0	0	0
izinto eziphathekayo	0	0	0	0	0	0	0	0	0	0
zenzeke	0	0	0	0	0	0	0	0	0	0
eziphathekayo	0	0	0	0	0	0	0	0	0	0
izinto	0	0	0	0	0	0	0	0	0	0
impahla	0	0	0	0	0	0	0	0	0	0
umama	1	1	0	1	0	0	0	0	0	0
ukubeleka	0	0	0	0	0	0	0	0	0	0
imathematika	0	0	0	0	0	0	0	0	0	1
matika	0	0	0	0	0	0	0	0	0	0
mathematics	0	0	0	0	0	0	0	0	0	0
matriki	0	0	0	0	0	0	0	0	0	0
lomtshato	1	0	0	1	0	0	1	0	0	1
matriki	0	0	0	0	0	0	0	0	0	0
matron	1	0	0	0	0	0	0	0	0	1
matted	0	0	0	0	0	0	0	0	0	0
umcimbi	0	0	0	0	0	0	0	0	0	0
ukuxuba	0	0	0	0	0	0	0	0	0	0
matitha	0	0	0	0	0	0	0	0	0	0
ukukhula	0	0	0	0	0	0	0	0	0	0
ukukhula	0	0	0	0	0	0	0	0	0	0
mausoleum	0	0	0	0	0	0	0	1	0	0
mauve	0	0	0	0	0	0	0	0	0	0
umgangatho	0	0	0	0	0	0	0	0	0	1
buninzi	1	0	0	0	0	0	0	0	0	0
dolophu	1	0	0	0	0	0	0	0	0	0
Maze	0	0	0	0	0	0	0	0	0	0
mead	0	0	0	0	0	0	0	0	0	0
idlelo	1	0	0	0	0	0	0	0	0	0
isidlo	0	0	0	0	0	0	0	0	0	0
ndihamba	0	0	0	0	0	0	0	0	0	0
ukudibanisa	0	1	0	0	0	0	0	0	0	0
intsingiselo	0	0	0	0	0	0	0	0	0	0
ezingenanto	0	1	0	0	0	0	0	1	0	0
kuthetha	0	0	0	0	0	0	0	0	0	0
okwangoku	0	0	0	0	0	0	0	0	0	0
imasisi	0	1	0	0	1	1	0	1	0	0
zi nganiswa	0	0	0	0	0	0	0	0	0	0
umlinganiselo	0	0	0	0	0	0	0	0	0	1
nganiswa	1	0	0	0	0	0	0	0	0	1
umlinganiselo	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
inyama	0	0	0	0	0	0	0	0	0	0
umatshini	0	0	0	0	0	0	0	0	0	0
o matshini	0	0	0	0	0	0	0	0	0	0
indlela	0	0	0	0	0	0	0	0	0	0
indondo	1	0	0	1	0	0	1	0	1	1
i medallion	0	0	0	0	0	0	0	0	0	0
i medalist	0	0	0	0	0	0	0	0	0	0
ukudibanisa	0	1	1	0	0	0	0	0	0	0
ukudibanisa	0	0	0	0	0	0	0	0	0	0
majelo	0	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
ephakathi	0	0	0	0	0	0	0	0	0	0
ukudibanisa	1	0	0	1	0	0	0	0	0	1
mbululo	1	0	0	0	0	0	0	0	0	0
mlamli	1	0	0	1	0	0	0	0	0	1
unyango	1	0	0	1	0	1	0	0	0	1
amayeza	0	0	0	0	0	0	0	0	0	0
mayeza	0	0	0	0	0	0	0	0	0	0
eliphakathi	0	0	0	0	0	0	0	0	0	0
ephakathi	0	1	0	0	0	0	0	0	0	0
ulwalamano	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	1	0	0	1	0	0	1
kucamngca	0	0	0	0	0	0	0	0	0	0
kucamngca	0	0	0	0	0	0	0	0	0	0
kwiMediterranean	1	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
medley	1	0	0	0	0	0	0	0	0	0
no bulali	0	0	0	0	0	0	0	1	0	0
ukudibana	0	0	0	0	0	0	0	0	0	0
ntla nganiso	0	0	0	0	0	0	0	0	0	0
i-melancholic	0	1	0	0	0	0	0	1	0	0
i-melancholy	0	1	0	0	0	0	0	1	0	0
melee	0	1	0	0	0	1	0	0	0	0
ncoma	0	0	0	0	0	0	0	0	0	0
melodrama	0	1	1	0	0	0	0	1	0	0
melodramatic	0	0	0	0	0	0	0	0	0	0
ingoma	0	0	0	0	0	0	0	0	0	0
nyibilika	0	0	0	0	0	0	0	0	0	0
ukuxakishwa	0	1	0	0	0	0	0	1	0	0
nyibilika	0	0	0	0	0	0	0	0	0	0
ilungu	0	0	0	0	0	0	0	0	0	0
i membrane	0	0	0	0	0	0	0	0	0	0
memento	1	0	0	0	0	0	0	0	0	0
memo	0	0	0	0	0	0	0	0	0	0
memoir	0	0	0	0	0	0	0	0	0	0
zi khumbuzo	0	0	0	0	0	0	0	0	0	0
khumbula	1	0	0	0	0	0	1	0	1	1
imemorandam	0	0	0	0	0	0	0	0	0	0
khumbuzo	0	0	0	0	0	0	0	0	0	0
khumbuzo	0	0	0	0	0	0	0	1	0	0
khumbula	0	0	0	0	0	0	0	0	0	0
imemori	0	0	0	0	0	0	0	0	0	0
ingozi	0	1	1	0	0	1	0	0	0	0
u ku sukela	0	1	1	0	0	1	0	0	0	0
menagerie	0	0	0	0	0	0	0	0	0	0
lungisa	0	0	0	0	0	0	0	0	0	0
ukulungisa	1	0	0	0	0	0	0	0	0	0
kuthotywa	0	1	0	0	0	0	0	0	0	0
i-meniscus	0	0	0	0	0	0	0	0	0	0
ukuxhamla	1	0	0	0	0	0	0	0	0	0
ukuya esikhathini	0	0	0	0	0	0	0	0	0	0
ngengqondo	0	0	0	0	0	0	0	0	0	0
khankanya	0	0	0	0	0	0	0	0	0	0
mcebisi	1	0	0	0	0	0	0	0	0	1
imenyu	0	0	0	0	0	0	0	0	0	0
i-Meow	0	0	0	0	0	0	0	0	0	0
i-mercantile	0	0	0	0	0	0	0	0	0	0
i mercenary	0	1	0	0	0	1	0	0	0	0
yorhweba	0	0	0	0	0	0	0	0	0	0
mrhwebi	0	0	0	0	0	0	0	0	0	1
nenceba	1	0	0	0	0	0	0	0	0	0
nenceba	0	1	0	0	0	1	0	0	0	0
i-mercurial	0	0	0	0	0	0	0	0	0	0
inceba	1	0	0	0	0	0	0	0	0	0
nje	0	0	0	0	0	0	0	0	0	0
ukudibanisa	1	0	0	1	0	0	0	0	0	0
meridian	0	0	0	0	0	0	0	0	0	0
meridional	0	0	0	0	0	0	0	0	0	0
mfuneko	1	0	0	0	0	0	0	0	0	1
efanelekileyo	1	0	0	0	0	0	1	0	0	1
nganiso	0	0	0	0	0	0	0	0	0	0
nwabisa	1	0	0	0	0	0	1	0	1	0
nwabile	1	0	0	0	0	0	1	0	0	0
mesa	0	0	0	0	0	0	0	0	0	0
imitha	0	0	0	0	0	0	0	0	0	0
masi	0	0	0	0	0	0	0	0	0	0
i-mesmerized	0	0	0	0	0	0	0	0	0	0
ukulahla	0	1	0	0	1	0	0	0	0	0
umyalezo	0	0	0	0	0	0	0	0	0	0
umthunywa	0	0	0	0	0	0	0	0	0	1
zihlazo	0	1	0	0	1	0	0	0	0	0
imetabolism	0	0	0	0	0	0	0	0	0	0
isinyithi	0	0	0	0	0	0	0	0	0	0
metallurgy	0	0	0	0	0	0	0	0	0	0
metamorphosis	0	0	0	0	0	0	0	0	0	0
mze keliso	0	0	0	0	0	0	0	0	0	0
imifanekiso	0	0	0	0	0	0	0	0	0	0
i-metaphysical	0	0	0	0	0	0	0	0	0	0
metaphysics	0	0	0	0	0	0	0	0	0	0
metastasis	0	1	0	0	0	0	0	0	0	0
meteor	0	0	0	0	0	0	0	0	0	0
meteoric	0	0	0	0	0	0	0	0	0	0
meteorite	0	0	0	0	0	0	0	0	0	0
meteorological	0	0	0	0	0	0	0	0	0	0
meteorology	0	0	0	0	0	0	0	0	0	0
imitha	0	0	0	0	0	0	0	0	0	0
methanol	0	1	0	0	0	0	0	0	0	0
indlela	0	0	0	0	0	0	0	0	0	0
nganiso	0	0	0	0	0	0	0	0	0	0
ngqalelo	0	0	0	0	0	0	0	0	0	0
metric	0	0	0	0	0	0	0	0	0	0
metrical	0	0	0	0	0	0	0	0	0	0
metrology	0	0	0	0	0	0	0	0	0	0
metropolis	0	0	0	0	0	0	0	0	0	0
dolophu	1	0	0	0	0	0	0	0	0	0
i-mettle	1	0	0	0	0	0	0	0	0	0
mew	0	0	0	0	0	0	0	0	0	0
mica	0	0	0	0	0	0	0	0	0	0
u khathaza	0	0	0	0	0	0	0	0	0	0
microbe	0	0	0	0	0	0	0	0	0	0
microbiology	0	0	0	0	0	0	0	0	0	0
microcosm	0	0	0	0	0	0	0	0	0	0
microgram	0	0	0	0	0	0	0	0	0	0
micrometer	0	0	0	0	0	0	0	0	0	0
micron	0	0	0	0	0	0	0	0	0	0
imakrofoni	0	0	0	0	0	0	0	0	0	0
microscope	0	0	0	0	0	0	0	0	0	1
microscopic	0	0	0	0	0	0	0	0	0	0
microscopically	0	0	0	0	0	0	0	0	0	0
microscopy	1	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
emini	0	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
ophakathi	0	0	0	0	0	0	0	0	0	0
ephakathi	0	0	0	0	0	0	0	0	0	0
phakathi kobusuku	0	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
midsummer	0	0	0	0	0	0	0	0	0	0
phakathi	0	0	0	0	0	0	0	0	0	0
umbeleki	1	1	0	1	0	0	1	0	0	1
midwifery	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
namandla	1	0	1	0	0	1	1	0	0	1
ukufuduka	0	0	0	0	0	0	0	0	0	0
ukufuduka	0	0	0	0	0	0	0	0	0	0
ezifudukelayo	0	0	0	0	0	0	0	0	0	0
mike	0	0	0	0	0	0	0	0	0	0
isikhumba	0	1	0	0	1	0	0	0	0	0
mayela	0	0	0	0	0	0	0	0	0	0
mileage	0	0	0	0	0	0	0	0	0	0
ngundoqo	0	0	0	0	0	0	0	0	0	0
umkhosi	0	0	0	0	0	0	0	0	0	0
umkhosi	0	0	0	0	0	1	0	0	0	0
maqela	0	1	1	0	0	1	0	1	0	0
ubisi	0	0	0	0	0	0	0	0	0	0
milky	0	0	0	0	0	0	0	0	0	0
ilitye	0	0	0	1	0	0	0	0	0	0
millennium	0	0	0	0	0	0	0	0	0	0
milligram	0	0	0	0	0	0	0	0	0	0
millimeter	0	0	0	0	0	0	0	0	0	0
zigidi	0	0	0	0	0	0	0	0	0	0
umgidi	0	0	0	0	0	0	0	0	0	0
mime	1	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	0	0	0	0	0	0	0	0	0
ukulinganisa	0	1	0	0	0	0	0	0	1	0
engqondweni	0	0	0	0	0	0	0	0	0	0
ngqondweni	0	0	0	0	0	0	0	0	0	0
khumbula	1	0	0	0	0	0	0	0	0	0
ngqondweni	1	0	0	0	0	0	0	0	0	0
yam	0	0	0	0	0	0	0	0	0	0
ummbizi	0	0	0	0	0	0	0	0	0	0
amaminerali	0	0	0	0	0	0	0	0	0	0
mineralogy	0	0	0	0	0	0	0	0	0	0
nganisa	0	0	0	0	0	0	0	0	0	0
zidibene	0	0	0	0	0	0	0	0	0	0
encinane	0	0	0	0	0	0	0	0	0	0
minibus	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ncitshiswe	0	1	0	0	0	0	0	0	0	0
ubuncinci	0	1	0	0	0	0	0	0	0	0
ngumphathiswa	0	0	0	0	0	0	0	0	0	0
nkonzo	0	0	0	0	0	0	0	0	0	0
ntsimini	1	0	0	0	0	0	1	0	0	1
minivani	0	0	0	0	0	0	0	0	0	0
minnow	0	0	0	0	0	0	0	0	0	0
encinci	0	0	0	0	0	0	0	0	0	0
ncinane	0	1	0	0	0	0	0	0	0	0
mncinci	0	0	0	0	0	0	0	0	0	0
isinki	0	0	0	0	0	0	0	0	0	0
ncinane	0	0	0	0	0	0	0	0	0	0
mzuzu	0	0	0	0	0	0	0	0	0	0
minutiae	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
mma ngaliso	1	0	0	1	0	0	1	0	1	1
mma ngaliso	1	0	0	0	0	0	1	0	1	0
ukugubha	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	0	0	0	0	0
isibuko	0	0	0	0	0	0	0	0	0	0
vuyela	1	0	0	0	0	0	1	0	0	0
ukusetyenziswa kakubi	0	0	0	0	0	0	0	0	0	0
kakubi	0	1	1	0	1	0	0	0	1	0
ukukhulelwa kwesisu	0	1	0	0	0	1	0	1	0	0
ezihlukeneyo	0	0	0	0	0	0	0	0	0	0
ezimbi	0	0	0	0	0	0	0	0	0	0
inkathazo	0	1	0	0	0	0	0	0	0	0
zimbi	0	1	0	0	0	0	0	0	0	0
ukungaziqondi kakuhle	0	1	1	0	1	1	0	0	0	0
kakubi	0	1	0	0	1	0	0	0	0	0
ngokungafanelekanga	0	0	0	0	0	0	0	0	0	0
lusizi	0	1	1	0	1	0	0	1	0	0
buhlungu	0	1	0	0	0	0	0	1	0	0
buhlungu	0	1	1	0	1	1	0	1	0	0
ntlekele	0	1	0	0	0	1	0	1	0	0
ephosakeleyo	0	1	0	0	1	0	0	0	0	0
ukuxhamla	0	1	0	0	1	1	0	1	1	0
nga chaziwe	0	0	0	0	0	0	0	0	0	0
ukuchazwa kakuhle	0	1	0	0	0	0	0	0	0	0
hlekisa	0	1	1	0	0	1	0	0	0	1
kudukisa	0	1	1	0	1	0	0	0	0	0
ukuphathwa kakubi	0	1	0	0	0	0	0	0	0	0
ngokungahambi kakuhle	0	1	0	0	0	0	0	0	0	0
engafanelekanga	0	0	0	0	0	0	0	0	0	0
ngxaki	0	1	0	0	0	0	0	0	0	0
kwindawo engafanelekanga	0	1	1	0	1	0	0	0	0	0
ephosakeleyo	0	1	0	0	0	0	0	0	0	0
zimela kakubi	0	1	0	0	0	0	0	0	0	0
ukuthetha kakubi	0	1	0	0	0	0	0	1	0	0
echazwe kakubi	0	1	1	0	0	0	0	0	0	0
ulahleke	0	0	0	0	0	0	0	0	0	0
i missile	0	0	0	0	0	1	0	0	0	0
ekhoyo	0	1	0	0	0	1	0	1	0	0
msebenzi	0	0	0	0	0	0	0	0	0	0
ngumthunywa wevangeli	1	0	0	0	0	0	0	0	0	0
ukuphosakela	0	1	1	0	1	0	0	0	0	0
impazamo	0	0	0	0	0	0	0	0	0	0
mpazamo	0	1	0	0	0	0	0	1	0	0
mpazamo	0	1	0	0	0	1	0	0	0	0
mfundisi	0	0	0	0	0	0	0	0	0	0
inkosikazi	0	1	1	0	1	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
impazamo	0	0	0	0	0	0	0	0	0	0
ngaqondi	0	1	0	0	0	0	0	0	0	0
ukungaqondi	0	1	1	0	0	0	0	1	0	0
kakubi	0	1	0	0	0	0	0	0	0	0
mite	0	1	0	0	1	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
ku ncitshiswa	0	0	0	0	0	0	0	0	0	0
kuxuba	0	0	0	0	0	0	0	0	0	0
zixutywe	0	0	0	0	0	0	0	0	0	0
umxube	0	0	0	0	0	0	0	0	0	0
ukugubha	0	0	0	0	0	1	0	1	0	0
umgquba	0	0	0	0	0	0	0	0	0	1
isihlwele	0	1	1	0	0	1	0	0	0	0
ehambayo	0	0	0	1	0	0	0	0	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	0
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
ukuhlanganisa	0	0	0	0	0	0	0	0	0	0
ngcikivo	0	1	0	0	1	0	0	0	0	0
ukuhlekisa	0	1	1	0	1	0	0	1	0	0
modal	0	0	0	0	0	0	0	0	0	0
indlela yokuziphatha	0	0	0	0	0	0	0	0	0	0
imodeli	0	0	0	0	0	0	0	0	0	0
mzekelo	1	0	0	0	0	0	0	0	0	0
imodeli	0	0	0	0	0	0	0	0	0	0
i moderation	1	0	0	0	0	0	0	0	0	0
ngokulinganayo	0	0	0	0	0	0	0	0	0	0
yokumodareyitha	0	0	0	0	0	0	0	0	0	0
yokumodareyitha	0	0	0	0	0	0	0	0	0	0
umodareyitha	1	0	0	0	0	0	0	0	0	1
namhlanje	0	0	0	0	0	0	0	0	0	0
namhlanje	0	0	0	0	0	0	0	0	0	0
thobekile	1	0	0	0	0	0	0	0	0	1
thozama	1	0	0	0	0	0	0	0	0	0
guqula	0	0	0	0	0	0	0	0	0	0
lungiswa	0	0	0	0	0	0	0	0	0	0
ukuguqulwa	0	0	0	0	0	0	0	0	0	0
guqulwa	0	0	0	0	0	0	0	0	0	0
guqula	0	0	0	0	0	0	0	0	1	0
ukulungiswa	0	0	0	0	0	0	0	0	0	0
i modyuli	0	0	0	0	0	0	0	0	0	0
imodyuli	0	0	0	0	0	0	0	0	0	0
modulus	0	0	0	0	0	0	0	0	0	0
mogul	0	0	0	0	0	0	0	0	0	0
ephakamileyo	0	0	0	0	0	0	0	0	0	0
ezinomanzi	0	0	0	0	0	0	0	0	0	0
umswakama	0	0	0	0	0	0	0	0	0	0
molar	0	0	0	0	0	0	0	0	0	0
molasses	0	0	0	0	0	0	0	0	0	0
kubumba	0	0	0	0	0	0	0	0	0	0
zenziwe	0	0	0	0	0	0	0	0	0	0
ukubunjwa	0	0	0	0	0	0	0	0	0	0
i-moldy	0	0	0	0	0	0	0	0	0	0
i molecular	0	0	0	0	0	0	0	0	0	0
i molekyuli	0	0	0	0	0	0	0	0	0	0
ukuxhatshazwa	0	1	1	0	1	1	0	1	0	0
zityhidiwe	0	0	0	0	0	0	0	0	0	0
mzuzwana	0	0	0	0	0	0	0	0	0	0
okwethutyana	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
ukukhawuleza	1	0	0	1	0	0	0	0	0	0
monad	0	0	0	0	0	0	0	0	0	0
inkosi	0	0	0	0	0	0	0	0	0	0
kumkani	0	0	0	0	0	0	0	0	0	0
iindwendwe	0	0	0	0	0	0	0	0	0	0
zengingqi	0	0	0	0	0	0	0	0	0	0
mali	1	0	0	1	0	0	0	0	0	0
imali	1	0	1	1	0	0	1	0	1	1
monk	1	0	0	0	0	0	0	0	0	1
isilwanyana	0	0	0	0	0	0	0	0	0	0
monochrome	0	1	0	0	1	0	0	0	0	0
unogogo	0	0	0	0	0	0	0	0	0	1
monogram	0	0	0	0	0	0	0	0	0	0
i-monograph	0	0	0	0	0	0	0	0	0	0
monolayer	0	0	0	0	0	0	0	0	0	0
ngqa	0	0	0	0	0	0	0	0	0	0
mlawuli	0	1	0	0	0	0	0	0	0	0
yedwa	0	0	0	0	0	0	0	0	0	0
monotony	0	0	0	0	0	0	0	0	0	0
ikhefu	0	1	0	0	0	0	0	1	0	0
monster	0	1	0	0	0	1	0	0	0	0
ukugquma	0	1	1	0	1	1	0	0	1	0
i-monte	0	0	0	0	0	0	0	0	0	0
